9.677327179916490607e-01	5.502154298581497294e+00
3.994048920186362706e-01	2.927039449193455489e+00
4.205357324864533730e-01	2.460847177898328741e+00
6.934905237543225187e-01	3.928041783422504096e+00
9.173266947088143386e-02	5.450575573422994369e-01
6.065849013951235547e-01	3.241431526859737566e+00
2.439960261766073168e-01	1.724656109225980671e+00
4.752568283288588491e-01	2.950814979869908150e+00
2.314053587249363941e-01	1.527470193664160591e+00
4.549387856623005044e-01	2.723444417409087936e+00
5.617850952071133941e-01	3.749260211231680184e+00
7.515051981998902564e-01	4.701252398291869028e+00
7.113696165845339037e-01	3.692270029299250300e+00
9.944395004809891692e-01	5.044672293110915362e+00
5.133433925891244254e-01	2.856151498876577932e+00
3.772745971697989420e-01	1.887548584318673672e+00
9.440240779318470610e-01	5.248168871422740800e+00
3.651207268184875065e-01	2.730877360432279577e+00
6.058734836181944861e-01	3.050119738651718926e+00
8.306016665887675510e-01	5.083043793493978946e+00
1.793963304490370225e-01	1.330151991361676611e+00
5.160277824619727838e-01	2.685057812134284738e+00
8.662537272273110878e-01	4.364090683980798246e+00
7.495652743008118790e-03	9.413376156977024678e-01
4.172364030040147664e-01	2.255296863251051498e+00
4.638620481893707126e-01	2.974474610386752538e+00
9.816627429064076482e-01	5.184115926147275566e+00
5.751197078812639862e-01	3.034942992678461238e+00
7.099795499192933512e-01	4.268433879656622132e+00
2.805240467404730431e-01	2.322022707946636899e+00
5.171804499023185953e-01	2.876080923003920375e+00
5.350536649639860975e-01	3.058857982765837313e+00
3.080216513715565707e-01	2.468246281915069673e+00
8.214800341640968728e-01	4.560467560113615981e+00
1.062276567336402078e-01	1.384725267028402484e+00
2.073930673447649253e-01	1.833524500123180800e+00
3.249704184191548606e-02	1.003775910933607740e+00
2.079044120481077229e-01	1.510496067788232644e+00
9.124267927786431365e-01	4.986696172871672772e+00
4.127200329395800393e-01	2.820556192725152567e+00
5.714763385217265235e-01	3.299971015300935395e+00
5.002104964543191423e-01	3.160704369744804954e+00
7.707870589629984837e-01	4.826617099445027925e+00
9.523075003904504232e-01	5.549061854895239065e+00
9.493580743274192546e-01	5.508632297066928807e+00
1.145751140929877065e-01	8.020719316895008610e-01
2.817226139876816138e-01	1.837533858431653400e+00
4.179205915500899815e-01	2.832321314106389654e+00
6.909975008359872106e-01	4.066042432618494296e+00
1.399104245491784582e-01	1.320578472278208348e+00
1.916987930491648173e-01	1.449978456020453166e+00
6.439469321552815373e-03	5.513608770104105883e-02
1.518642622710673074e-01	1.502308370989661412e+00
8.683013803982888579e-01	4.648293547172604789e+00
1.440762510432818111e-01	1.365962364976115229e+00
1.293908861929229381e-01	7.449527238503730331e-01
5.116271226718352994e-01	2.956232273957973167e+00
9.240601514915647297e-01	5.121223371499649346e+00
4.788985888800154633e-01	2.415320735651711903e+00
6.414825459306475741e-01	3.651241581886465859e+00
1.963696194394481953e-01	1.648522267630327942e+00
8.560898150608818868e-01	4.784226074527353489e+00
2.703356618969454672e-01	2.164025178106900427e+00
1.182078875553196351e-01	1.163182932338662212e+00
7.862676075171614043e-01	4.391769235639161550e+00
7.628094596174922470e-01	4.805447344181358105e+00
4.197413432301068115e-01	2.533494291941134957e+00
7.850443792637585849e-01	4.837414714743562882e+00
7.977047000021570966e-01	4.961071051821761557e+00
9.976680008247239551e-01	5.720399721966934692e+00
3.247383318675256536e-02	1.110182066688797597e+00
7.241339373139642488e-01	3.882884528714433348e+00
4.019500211061732831e-02	7.250172434058814730e-01
7.957470968520782284e-01	4.777938580297072413e+00
5.949657171101065956e-01	3.928538405652547638e+00
4.045510860087397909e-02	5.611862055013340234e-01
6.696779468290170456e-02	6.001881793803243159e-01
9.535828718725068986e-01	5.115175236908948264e+00
3.060042339277074808e-01	2.224330150690506880e+00
2.801303652981137482e-01	2.082866979680034536e+00
8.876895268089723956e-01	4.870397961788103025e+00
9.537525886895599214e-01	5.638702838519025207e+00
3.105730977378869939e-01	2.210194725982053132e+00
5.987863025139369411e-01	3.065040721379443500e+00
9.759901380929237869e-01	5.287929820174637641e+00
5.470184045452887167e-01	3.491780371248882187e+00
2.269314373743253066e-01	1.240660254080586444e+00
8.542451837863644926e-01	4.442019662151517778e+00
3.006971941152161154e-01	1.575640903630088241e+00
3.390609115384146666e-02	5.843422810286420521e-01
5.590625780966306246e-01	3.215245805290277037e+00
3.307611982939153705e-01	1.962253915996377440e+00
6.721209436093057432e-01	4.001130149512059475e+00
4.289328913716424774e-01	2.859860724848993563e+00
9.231926037483582093e-01	4.807430056726073708e+00
8.443720478630144521e-01	4.298988413962542054e+00
1.115355835271828466e-01	1.228337551948900819e+00
9.118366834381453900e-01	5.514874105107001157e+00
8.528733584631200682e-01	4.274286798233266182e+00
3.066107711009131709e-01	1.916680487475427075e+00
